playername|playerid
Michael Nesseth|sa501774
Ethan Stewart|sa550320
Jarret Leverett|sa658252
Jose Luis Garcia|sa508081
Armando Ruiz|sa875995
Frank Duncan|sa738963
Jalen Beeks|sa827439
Oliver Ortega|sa872800
Jon Gray|14916
Trent Szkutnik|sa709586
Matt Stites|12165
Brandon Sinnery|sa732032
Felix Marte|sa506244
Rafael Lara|sa873343
Shane Broyles|sa658297
David Holmberg|7725
Kendri Salvador|sa828453
Conor Fisk|sa549950
Luke Jackson|11752
Jordan Cooper|sa455417
Miguel Bautista|sa597199
Austin Pettibone|sa827460
Jose Moreno|sa836384
Kevin Vance|sa577745
Christian Powell|sa503725
Misael Siverio|sa802747
Luis De La O|sa508761
Brandon Magallones|sa827429
Steven Snodgrass|sa598487
Edgar Gomez|sa740804
Kyle Mckenzie|sa502698
Thomas Eshelman|sa874778
Andrew Woeck|sa829566
Dane De La Rosa|10095
Kyuji Fujikawa|14443
Brett Ash|sa832338
Matt Purke|sa500726
Darin Gillies|sa875269
Dylan Thompson|sa829545
Colton Turner|sa658600
Frandy Diaz|sa828156
Sam Hentges|sa828881
Eduard Bazardo|sa873313
Hugo Castellanos|sa203803
Danny Dopico|sa875346
Oscar Verdugo|sa504951
Oscar Armenta|sa597263
Mark Appel|sa501726
Cody Satterwhite|sa454441
Matt Spann|sa549730
Ty Nichols|sa877856
J.B. Kole|sa829131
J.B. Wendelken|sa658247
Walker Weickel|sa657871
Victor Done|sa736753
Freddy Garcia|1077
Kyle Mcgowin|sa738327
Jorge Castillo|sa508060
William Anderson|sa550072
Pat Urckfitz|sa457153
Joshua Uhen|sa737825
Sammy Solis|11457
Caleb Kellogg|sa738177
Nik Turley|sa466024
Jeff Brigham|sa828882
Chipper Smith|sa659259
Efren Delgado|sa594882
Gabe Encinas|sa548350
Cesar Carrillo|4697
Bryton Trepagnier|sa550135
Jose Rosario|sa828143
Jim Fuller|sa455447
Jason Hoppe|sa829445
Nayib Ayala|sa830618
Jacques Sambo|sa874817
Breck Kline|sa879109
Robin Leyer|sa657613
Justin Shafer|sa708212
Mason Mccullough|sa827446
Jason Creasy|sa598099
Estarlin Arias|sa739879
Patrick Baker|sa829637
Adrian Martinez|sa873428
Eury Ramos|sa873729
Taylor Garrison|sa599354
Brooks Hall|sa501327
Scott Lieser|sa579250
Jose Paulino|sa657308
Robby Scott|sa608073
Will Lamb|sa577799
Colin Kleven|sa502789
Josue Uribe|sa828369
Carlos Hernandez|sa393410
Frankie Reed|sa599077
Yan De La Cruz|sa739470
Roy Iriarte|sa873193
Dedgar Jimenez|sa736925
Adam Kolarek|sa549067
Brandon Kintzler|9939
Abraham Elvira|sa508766
Kirby Bellow|sa549801
Romulo Manzueta|sa737342
David Palladino|sa599045
Kodi Medeiros|sa828664
Miguel Sulbaran|sa596983
Jhon Nunez|sa873187
Hector Velazquez|sa541875
Adam Ravenelle|sa602703
Ian Tompkins|sa827448
Calvin Rayburn|sa829195
Sam Triece|sa875256
Wesley Wright|5960
Zach Thompson|sa602893
Joey Wagman|sa738171
Yeison Mateo|sa828889
David Whitehead|sa549998
Stephen Shackleford|sa549913
Ryan Castellani|sa828689
Ruben Paredes|sa657632
Lee Ridenhour|sa738188
Kevin Simmons|sa829218
Makay Nelson|sa875239
Gabriel Pirela|sa828370
Brock Stewart|sa550113
Brad Penny|535
Jasiel Acosta|sa202428
Felix Falcon|sa737096
Josh Zeid|6527
Kevin Comer|sa597802
Juan Diaz|sa828466
Jake Stinnett|sa738473
Zachary Correll|sa829071
Kelvin Rivas|sa875249
Edgar Rodriguez|sa604000
Ty Blach|sa658009
Rex Brothers|9794
Jorge Reyes|sa501947
Yonathan Trinidad|sa828437
Julio Pinto|sa736965
Darwin Ramos|sa737380
Tyler Olson|14741
Jacob Morris|sa503050
Gabriel Arias|sa507276
Abel De Los Santos|12962
Thaddius Lowry|sa737826
Jamie Callahan|sa657965
Edgar Garcia|sa282907
Pat Peterson|sa827384
Aaron Loup|10343
Drew Hutchison|10732
Masahiro Tanaka|15764
Jon Link|3894
Jeremy Hellickson|4371
Scott Feldman|6283
Cesar Cabral|6741
Ryan Pressly|7005
Austin Adams|7411
Josh Johnson|sa254333
Andy Vasquez|sa457107
Luis Niebla|sa542987
Ian Kendall|sa548354
Lawrence Pardo|sa550277
Zach Cooper|sa579103
Luis Ortega|sa597039
Jose Zapata|sa599132
John Polonius|sa599310
Michael Thomas|sa599576
Pat Blair|sa620945
Chris Diaz|sa621581
Emanuel Chavez|sa657564
Jesus Chavez|sa659414
Roimar Guarecuco|sa735857
Michael Suarez|sa735869
Omarlin Lopez|sa737481
Tyler Danish|sa737562
Scott Schultz|sa738147
Matt Pierpont|sa738366
Joey Webb|sa738424
Micah Kellogg|sa739790
Kenny Koplove|sa827154
Erick Encarnacion|sa828579
Luis Gutierrez|sa870575
Tommy Henriquez|sa872472
Edilson Batista|sa872826
Jose Maita|sa873316
Ricardo Angel|sa873349
Ronny Agustin|sa873563
Franklin Perez|sa873722
Kyle Friedrichs|sa875229
Icezack Flemming|sa875835
Jose Gonzalez|sa877017
Wilton Mueses|sa881854
Ezequiel Zabaleta|sa887275
Danny Brown|sa889330
Joe Mantoni|sa738243
Misja Harcksen|sa834014
Brady Rodgers|sa503350
Miguel Almonte|14139
Fernando Perez|sa598187
Zach Petrick|sa659444
Luis Cessa|sa506912
Brad Mills|4420
Jacob Lee|sa658135
John Cornely|12364
Alex Wimmers|sa526352
Edison Frias|sa605481
Luis Sanchez|sa827949
Casey Mccarthy|sa658656
Daniel Wright|sa739038
Patrick Weigel|sa829466
Shane Watson|sa657857
Angel German|sa739256
Alan Garcia|sa599541
Elvis Urriola|sa873183
Robinson Martinez|sa873188
Marcel Prado|sa455649
Alex Luna|sa875276
Michael Lee|sa328306
Arik Sikula|sa579472
Jose Zerpa|sa826774
Andriu Marin|sa872815
Gilbert Suarez|sa875763
Jordan Milbrath|sa738636
Juan Herrera|sa833640
Ben Holmes|sa549147
Nattino Diplan|sa737469
Frederick Tiburcio|sa505478
Jorgan Cavanerio|sa598143
Luis Santos|sa601624
Josh Tomlin|9388
Robert Morey|sa392218
Ruben Alaniz|sa550438
Kenton St. John|sa829610
Nick Additon|sa393067
Francisley Bueno|5980
Tyler Kolek|sa828660
Jake Burnette|sa598012
Cody Palmquist|sa829516
Martin Perez|6902
Derek Law|sa502368
Sixto Sanchez|sa873550
Zach Albin|sa829265
Brent Jones|sa828874
Casey Lawrence|sa549433
Tyler Watson|sa659063
Michael Kraft|sa827379
Danny Reynolds|sa501564
Rafael Pujols|sa737077
Yoan Lopez|sa862560
Reed Garrett|sa830040
Anthony Ranaudo|11424
Trey Lambert|sa869552
Jesus Castillo|sa657701
Bladimir Matos|sa877507
Mario Gonzalez|sa502234
Chris Narveson|2141
Anderson Gerdel|sa546459
Gary Calvo|sa873720
Jairo Diaz|12774
Kevin Perez|sa738154
Jake Barrett|sa501237
Chadwick Bell|sa392168
Grady Wood|sa658143
Dillon Maples|sa599130
Renlly Tejada|sa872833
Cody Kendall|sa658127
Jonathan Wandling|sa830461
Elvin Rodriguez|sa873437
Andre Del Bosque|sa829820
Angel Rodriguez|sa871630
Chris Rearick|11050
Joe Wieland|6109
Logan Verrett|12905
Ranfi Gomez|sa872867
Eric Kimber|sa879198
Brady Dragmire|sa598911
Joel Linares|sa736750
Luis Hernandez|sa736877
Kyle Bartsch|sa737840
Jason Berken|5673
Eddie Gamboa|sa455163
Austin Ross|sa553380
Danny Feliz|sa873176
Anthony Mciver|sa875625
Jaime Garcia|8137
Rafael Dolis|4185
Joaquin De La Cruz|sa739539
Mark Seyler|sa875792
Leo Medrano|sa508079
Tim Melville|sa454515
Jose Diaz|sa657137
Cristhopher Santamaria|sa739045
Luis Gil|sa877821
Matt Albers|4300
Holden Helmink|sa658543
Brock Huntzinger|sa390376
Javier Sanchez|sa828160
Chris Oliver|sa599336
Logan Bawcom|sa549287
Tyler Herb|sa829625
Sam Thoele|sa875604
Nick Tropeano|12385
Ramon Ramirez|2899
Junior Rincon|sa597045
Ruber Aquino|sa828223
Kelvin Franco|sa829436
Jeffry Nino|sa875867
Justin Gallant|sa549670
Joel Huertas|sa829206
Scott Harris|sa829431
Salvador Valdez|sa262058
Jesus Rodriguez|sa735856
Rodrigo Takahashi|sa830370
Chris Kohler|sa737691
Todd Coffey|2467
Aaron Sanchez|11490
Jose Brito|sa550720
Osman Gutierrez|sa657808
Yunior Montero|sa596974
Jeremy Mcbryde|sa328275
Tommy Kahnle|11384
Brandon Martinez|sa501514
Devonte German|sa737870
Francisco Haro|sa868960
Sandy Lugo|sa828416
Zachary Neal|sa549283
Tyler Knigge|sa549105
Jon Massad|sa738425
Rob Wooten|8532
Ken Roberts|10938
Tanner Kiest|sa738380
Jorge Martinez|sa828711
Callan Pearce|sa830197
Hansel Rodriguez|sa830462
Edward Estrella|sa598020
James Norwood|sa829116
Austin Orewiler|sa875673
Dylan Axelrod|9303
Wildenson Yanez|sa827079
Juan Nunez|sa828600
Marco Gonzales|15467
Austin Brice|sa548458
Richard James Hively|sa549748
Jefferson Medina|sa656038
Jose Lopez|sa828392
Yohan Pino|6955
Zach Bird|sa658136
Yean Carlos Gil|sa550678
Nick Maronde|12530
Justin Haley|sa550274
Jaime Lugo|sa657149
Bryce Morrow|sa745009
Luis Vazquez|sa508695
Mike Fagan|sa550251
Corey Knebel|15010
Sterling Wynn|sa659049
Luis Serrano|sa826669
Adrian Salcedo|sa504003
Marcus Stroman|13431
 |sa534399
Jesus Vargas|sa877526
Joel Peralta|2332
Richard Reina|sa657682
Jake Sanchez|sa739743
Nick Fuller|sa857651
Andrew Heaney|15423
Hector Galvan|sa737570
Evan Smith|sa739307
Carlos Sanabria|sa828581
James Lomangino|sa621661
Luis Rodriguez|sa592350
Kosuke Tomita|sa722567
Victor Arano|sa739831
Kyle Lloyd|sa738472
Sam Alvis|sa738221
Griffin Murphy|sa548247
Alvaro Fernandez|sa827571
Kevin Mcgowan|sa738255
Daniel Gossett|sa598295
Yerry De Los Santos|sa873562
Kelvin De La Cruz|sa328950
John Anderson|sa454912
Eddie Campbell|sa550195
Trey Ball|sa737438
Jose Lopez Cruz|sa509287
Nik Nowottnick|sa749808
Andrew Thurman|sa621668
Michael Mader|sa828804
Joan Baez|sa828412
Miguel Chalas|sa548049
Oscar Felix|sa542046
Tyler Waldron|sa545242
Deivy Mendez|sa737357
Luis Gamez|sa829025
Jean Cosme|sa829216
Chris Anderson|sa550003
Chris Dula|sa738420
Adam Morgan|12580
Cristian Machuca|sa877009
Matt Bywater|sa548356
Will Landsheft|sa829729
Juan Delgadillo|sa509260
Jorge De Leon|5397
Anfernee Benitez|sa657700
Miller Diaz|sa504858
Anthony Capra|sa454524
Kevin Chapman|11240
Lay Batista|sa505283
Richelson Pena|sa597847
Nelson Hernandez|sa828823
Troy Neiman|sa743088
Tommy Hanson|9129
Shane Mccain|sa829919
Adrian Sampson|sa598288
Jake Buchanan|10962
Robert Mcdonnell|sa875828
Jhostin Vargas|sa875878
Calvin Copping|sa876534
Manuel Flores|sa508195
Carlos Bustamante|sa828491
Carlos Ramirez|sa506165
Antonio Guzman|sa507037
Andres Bonalde|sa871445
Shakiro Pina|sa828459
Zach Rodgers|sa876809
Patrick Corbin|9323
Homer Bailey|8362
Adolpho Delfin|sa185463
Dan Straily|9460
Jake Jewell|sa829312
Jeremy Rhoades|sa827471
Daniel Cordero|sa657244
Lendy Castillo|11562
Justin Mccalvin|sa827382
Angel Bautista|sa745011
Carlos Balboa|sa742180
Sean Keselica|sa876113
Jose Rodriguez|sa736814
Sean Townsley|sa738352
Mason Mcvay|sa621503
Will Stewart|sa875247
Alex Meyer|12833
Conner Kendrick|sa737927
Ramses Rosario|sa736857
Pedro Fernandez|sa657697
Misael Valenzuela|sa509644
Reiwal Gonzalez|sa735871
Neil Kozikowski|sa737863
Irving Jimenez|sa510242
William Betts|sa829741
Reid Love|sa875280
Michael Mccarthy|sa598776
Chad James|sa500729
Eric Sandness|sa829404
Luis Mojica|sa873452
Anthony Bucciferro|sa621362
Ramon Garcia|sa295372
Johendi Jiminian|sa550714
Luis Reyes|sa737048
Sal Romano|sa599266
Gus Schlosser|12321
Onelki Garcia|13674
Manuel Valdez|sa868930
Touki Toussaint|sa828666
Mick Van Vossen|sa603117
Logan Sawyer|sa829628
Randy Fontanez|sa549664
Johnny Magliozzi|sa599745
A.J. Schugel|11432
Tyler Carpenter|sa829365
Leonardo Garcia|sa737225
Julio Muniz|sa868928
Gavin Glanz|sa829368
Cole Wiper|sa599160
Michael Zimmerman|sa875334
Imani Abdullah|sa875588
Victor Delgado|sa735870
Michael Roth|13736
Carlos Lopez|sa828887
Chad Billingsley|5842
David Dominguez|sa211005
Jared Ruxer|sa602422
Nick Gonzalez|sa549832
Kevin Johnson|sa658842
Angel Araiza|sa542183
Manuel Aybar|sa597428
Miguel Alfredo Gonzalez|15675
Eucebio Arias|sa736872
Mario Sanchez|sa691863
Alex Pacheco|sa828532
Dominic Leone|13763
John Gorman|sa602627
Christopher Jensen|sa579619
Tyler Ybarra|sa503961
Simon Mercedes|sa701535
Bryan Rodriguez|sa550590
Nick Valenza|sa598922
Yelmery Sisnero|sa873223
Bryant Holtmann|sa827456
Edgar Gonzalez|1727
Brian Loconsole|sa738549
Mitch Horacek|sa550295
Colten Brewer|sa597829
Jonathan Maciel|sa738222
Sean Bierman|sa526810
Casey Medlen|sa599403
Raymundo Gonzalez|sa737200
Lucas Long|sa827466
Alejandro Izaguirre|sa828519
Nolan Watson|sa874732
Jonathan Albaladejo|3521
Matt Pope|sa659258
Anderson Vera|sa873342
Zach Reininger|sa737896
Cupertino Leon|sa211096
Andy Taveras|sa882816
Thomas Robson|sa597959
Richard Cespedes|sa885994
Asher Wojciechowski|10836
Donovan Hand|8728
Casey Coleman|8270
Logan Webb|sa828873
Wilfredo Magallanes|sa737646
Juan Pena|sa208507
Connor Walsh|sa829031
Hansel Paulino|sa828144
Ricardo Reyes|sa829766
Rudy Owens|5226
Felipe Paulino|3777
David Trexler|sa829196
Enyer Morales|sa875293
Starlin Cordero|sa874250
Ruben Reyes|sa550639
Alexander Castillo|sa828464
Sam Gaviglio|sa597888
Chase Darhower|sa738896
Jhon Espinal|sa877618
Matt Levert|sa878068
Tyler Bray|sa829423
Angel Mejia|sa739255
Brayan Ulloa|sa828349
Blayne Weller|sa455271
Travis Seabrooke|sa738330
Michael Antonini|sa389223
Melvin Mercedes|10181
Julio Guante|sa872872
Maikel Sepulveda|sa873228
Jesse Biddle|sa548186
Harol Gonzalez|sa828505
Abel Duarte|sa828135
Darin Downs|5903
Chad Reeves|sa829635
Bairon De La Rosa|sa879803
Jordan Norberto|8432
Derek Eitel|sa549271
Elliot Morris|sa737798
Alex White|10054
Alexander Vargas|sa835895
Brandon Mcnitt|sa708439
Bret Helton|sa875307
Angel Padron|sa873319
Tyler Deloach|sa658786
Edwin Escobar|10337
Christian Montgomery|sa598177
Alex Mcrae|sa829178
Jarred Cosart|10304
Adrian De Horta|sa737857
Heath Fillmyer|sa738396
Ryan Kellogg|sa658192
Tyler Cyr|sa875270
Jose Flores|sa877370
Bobby Wheatley|sa829397
David Burkhalter|sa829016
Juan Noriega|sa543294
Ryan Dennick|9261
Marlon Arias|sa294505
Slade Smith|sa658353
Argenis Romano|sa872882
Andrew Morales|sa828705
Arodys Vizcaino|5498
Alejandro Rios|sa508089
Jack Charleston|sa876023
Hector Lujan|sa876201
Brandon Morrow|9346
Cody Stull|sa829651
Erubiel Gonzalez|sa508781
Roman Rivas|sa595860
Felipe Arredondo|sa294348
Rafael De Paula|sa657482
Clayton Cook|sa454928
Luis Jimenez|sa736701
Chandler Sanz|sa827211
Sam Wilson|sa549475
Junior Arias|sa659230
Dylan Floro|sa502066
Greg Peavey|sa392163
Colin Rodgers|sa657940
Erik Bedard|126
Danny Rosenbaum|sa502078
John Gast|11133
Juan Rodriguez|sa652485
Jon Leicester|2092
Jairo Asencio|3332
Grayson Long|sa659274
Antonio Santillan|sa874781
Andrew Church|sa737545
Jorge Guzman|sa872759
German Taveras|sa599887
Jake Newberry|sa659054
Alexis Ruiz|sa869881
Demetrio Gutierrez|sa509262
Victor Payano|sa548111
Robinson Yambati|sa504430
Blake Perry|sa548326
Tyler Painton|sa549115
Tanis Lara|sa827215
Jake Johansen|sa503669
Johnny Shuttlesworth|sa738406
Nate Hyatt|sa658244
Cole Swanson|sa708210
Josh Wirsu|sa829530
Austin Young|sa832339
Yoryi Nuez|sa551823
Mervin Del Rosario|sa597073
Jesus Brea|sa828824
Bryce Stowell|sa455267
Erik Goeddel|11712
Kenley Jansen|3096
Marshall Schuler|sa549708
Lino Martinez|sa550339
Jackson Mcclelland|sa659000
Miguel Polanco|sa828501
Nick Williams|sa829392
Jess Todd|3805
Edinxon Arias|sa872876
Eric Dorsch|sa738722
Drake Britton|2868
Eduar Quinonez|sa504997
Wuender Fernandez|sa828506
Kyle Hald|sa599171
Orlando Romero|sa827251
Scott Squier|sa599215
Sergio Valenzuela|sa254802
Wandy Peralta|sa549195
Jeff Malm|sa501489
Matt Tomshaw|sa598974
Jose Tapia|sa873431
Tyler Davis|sa875355
Gabriel Castellanos|sa597044
Enny Romero|4001
Jesus Rivas|sa596835
Jose Meraz|sa509483
Alexander Martinez|sa880047
Phillip Kish|sa739666
Alejandro Soto|sa509749
Roy Corcoran|1780
Jose Ramirez|sa659597
Carlos Caceres|sa737232
Witt Haggard|sa857656
Artur Strzalka|sa879519
Severino Gonzalez|14697
P.J. Walters|9557
Jarrett Brown|sa599264
Jose Feliz|sa737344
Alex Blackford|sa579787
Javier Ferrand|sa831600
Jairo Labourt|sa598267
Nestor Oronel|sa828488
Jesus Ortiz|sa875401
Brandon Stenhouse|sa877579
Juan Bautista|sa551332
Scott Dececco|sa658544
Jose Alejandro|sa873154
Ken Sigman|sa550328
Ignacio Montano|sa200106
Ivan Zavala|sa508208
Luc Rennie|sa658278
Oswaldo Castillo|sa735885
Ayron Adames|sa737345
Eric Karch|sa827415
Angher Cespedes|sa828327
Fernando Irazoqui|sa880807
Cole Brocker|sa580424
Craig Brooks|sa875197
Mitch Brown|sa657957
Aroni Nina|sa506381
Jesus Rodriguez|sa323452
Jefferson Arias|sa737447
Casey Kelly|9174
Abrahan Rodriguez|sa655909
Aneury Osoria|sa657919
Edison Rodriguez|sa828737
Matt Benedict|sa598565
Walter Silva|5157
Ben Klimesh|sa621382
Austin Nicely|sa737850
Tyler Mark|sa875058
Felix Carvallo|sa657664
Jason Hursh|sa548316
James Nygren|sa599514
Miguel Angel Bonilla|sa833941
Lukas Schiraldi|sa738692
Pedro Damian|sa597060
Luis Ramirez|sa244198
Gavin Pittore|sa857616
Dany Jimenez|sa885967
Jordan Pries|sa577935
Jacob Johnson|sa501618
Scott Barnes|8718
Salvador Montano|sa828367
Scott Blewett|sa828695
Chris Reed|12801
Jose De Paula|5744
Mike Augliera|sa621541
Francisco Moreno|sa824739
Braxton Lorenzini|sa876106
Patrick Kaminska|sa830286
Steve Smith|sa456605
Daniel Ayers|sa738400
Christian Binford|sa599309
Felix Familia|sa737452
Steven Fuentes|sa828326
Lucas Luetge|8337
Bernardo Reyes|sa739830
Gregori Advincola|sa877523
Jeferson Mejia|sa751022
Mac Marshall|sa829246
Reiver Sanmartin|sa880982
Logan Sendelbach|sa875272
Taylor Hill|12515
Jorge Gonzalez|sa868931
Joseph Ortiz|7955
J.C. Sulbaran|sa455559
Miguel Lara|sa873548
Sam Lecure|4664
Jerad Grundy|sa503656
Chad Rogers|sa549784
William Gabay|sa658273
Daniel Rodriguez|sa737091
Carlos Misell|sa750535
Derek Callahan|sa829221
James Paxton|11828
Jhair Perez|sa736657
Dan Runzler|4080
Jorge Baez|sa828468
Henry Feliz|sa837994
Jesus Zambrano|sa737066
Robert Corniel|sa739468
Sam Selman|sa501758
Keith Butler|10080
Tyler Thornburg|10688
Jared Cheek|sa875288
Maiker Pinto|sa875901
Joshua Smith|sa599285
Rusbell Cabrera|sa737086
Yordy Alejo|sa599357
Jeremiah Muhammad|sa829006
Mike Cetta|sa829514
Ryan Etsell|sa739294
Keynan Middleton|sa737638
Sandy Brito|sa828434
Brendan Butler|sa876039
Caleb Clay|sa326518
Alberto Rodriguez|sa877576
Luis Ortega|sa657901
Christopher Johnson|sa658336
Mike Belfiore|9324
Jerry Sullivan|sa501200
Fabian Williamson|sa328152
Yeferson Trejo|sa872744
Felix Taveras|sa872777
Adam Whitt|sa857575
Linder Castro|sa592949
John Curtiss|sa599322
Emerson Martinez|sa747285
Juan Castillo|sa873541
Arturo Lopez|3319
Jesus Sanchez|sa826662
Everett Teaford|3732
Yefrey Ramirez|sa597051
Ross Wolf|4534
Jose Sanchez|sa550453
Enderson Franco|sa547840
Brett Graves|sa599301
Luis Martinez|sa830305
John Lannan|7080
Sean Doolittle|1581
Elvin Ramirez|2247
Peter Miller|sa550034
Jacob Mccasland|sa550079
Juancito De La Cruz|sa597260
Jeremy Kivel|sa658152
Emmanuel Torres|sa728948
Keegan Ghidotti|sa829819
Perkyn Rodriguez|sa871480
Jean Moreno|sa873195
Javier Cordoba|sa873716
Gunnar Eastman|sa876813
Eddie Butler|13453
Clayton Mortensen|3166
Jorge Perez|sa738428
Alec Kenilvort|sa829194
Stolmy Pimentel|6415
Francisco Esquivel|sa551188
Julio Felix|sa658199
Heri Quevedo|sa731180
Luis Severino|sa872934
Brett Marshall|5364
Payton Baskette|sa738164
Jesus Roman|sa828262
C.D. Pelham|sa829361
John Williamson|sa875358
Dilan Pinero|sa877586
Jack Leathersich|12562
Diosfer Romero|sa873344
Cristopher Suero|sa873549
Nathan Bates|sa875717
Ben Yokley|sa875997
Kevin Mooney|sa827431
Frederick Serrano|sa602705
Daniel Guerrero|sa325916
Andres Torres|sa828533
Nick Hutchings|sa830344
Steven Klimek|sa876117
Ike Schlabach|sa875796
Orleny Quiroz|sa883009
Ryan O'Rourke|10976
Kirk Singer|sa577695
Rafael Cruz|sa254448
Chad Qualls|2170
Barrett Kleinknecht|sa549102
Jeremy Ovalle|sa828493
Kida De La Cruz|sa829580
Logan Crouse|sa876044
Jefry Rodriguez|sa657760
Enrique Lechuga|sa455890
Dewen Perez|sa657711
Jason Wheeler|sa579049
Jake Dunning|10803
Victor Gonzalez|sa739644
Edgar Ibarra|5195
Foster Griffin|sa828674
Gonzalo Sanudo|sa601493
Javier Solano|sa455650
Jarrett Miller|sa599218
Trevor Miller|sa599519
Carlos Teller|sa455989
Luis Heredia|sa599061
Kyle Finnegan|sa708446
Jose Disla|sa748874
Ricardo Sanchez|sa830302
Spencer Herrmann|sa829717
Luis Urena|sa547736
Jake Cosart|sa828802
Mariano Rivera|sa829639
Scott Firth|sa503079
Deion Williams|sa598271
Travis Blackley|3234
Adalberto Flores|sa294108
Daniel Zandona|sa875287
Luis Diaz|sa506249
Andrew Bellatti|10657
Cory Jordan|sa738680
Paolo Padovani|sa827086
Chase Mallard|sa829313
Troy Scribner|sa709583
Rohn Pierce|sa829304
Austin Kubitza|sa548355
Mitch Keller|sa828700
Jacob Nix|sa828958
Matt Meier|sa876018
Tim Dillard|5518
Tanner Griggs|sa829033
Luis Daniel|sa509419
Weilly Yan|sa828195
Alan Busenitz|sa738393
Tyler Linehan|sa549132
Corey Black|sa658004
Travis Radke|sa602806
Jurgen Jimenez|sa872526
Darin Gorski|sa501520
Anyelo Leclerc|sa551970
Reymin Guduan|sa548119
Domingo Pena|sa873339
Jordan Ovalles|sa737081
Matt Bowman|sa658240
Luis Hernandez|sa550529
Cruz Guevara|sa597626
Zech Lemond|sa602584
Kenn Kasparek|sa454774
Luiz Gohara|sa723875
Eric Fornataro|7042
Taylor Byrd|sa829118
Daniel Aquino|sa737549
Jake Peavy|1051
Fabian Blanco|sa873152
Joe Paterson|2565
Matt Lindstrom|4604
Marcos Zavala|sa203947
Jose Acosta|sa873201
Matt Reynolds|8887
Adam Wilk|8421
Nicholas Frey|sa738526
Evan Manarino|sa875823
Christian Morris|sa873958
Sebastian Martinez|sa877616
Jorge Ibarra|sa509258
James Needy|sa501496
Ben Libuda|sa875829
Kirby Yates|9073
Osiris Ramirez|sa743855
Robbie Erlin|10354
Tyler Peitzmeier|sa875221
Dennis O'Grady|sa546796
Ofelky Peralta|sa828239
Porter Clayton|sa829286
Derek Hankins|sa254024
Ricky Romero|3403
Alejandro Martinez|sa504008
Erick Lara|sa597930
Jordan Kipper|sa602555
Jesus Verduzco|sa651304
Victor Alcantara|sa657093
Yoervis Medina|10498
Chad Smith|13604
Brian Batista|sa830764
Justin Marks|10265
Fernando Cruz|sa389855
Kelvin Magallanes|sa659233
Francisco Campos|sa195168
Yeison Santana|sa828470
Brandon Finnegan|16208
Benny Suarez|sa659041
Zakery Wasilewski|sa658341
Mitchell Osnowitz|sa833270
Marco Carrillo|sa328993
Luis Castro|sa873326
Roger Santana|sa872562
Raul Ascanio|sa873173
Jason Urquidez|sa294706
Manuel Rondon|sa737083
Michael Kelly|sa597767
Jose Veras|2063
Luis Mateo|sa830495
Dustin Driver|sa737883
Luis Brun|sa737252
Jose Agrinzones|sa873334
Nathan Kirby|sa874754
Daniel Duarte|sa877364
Osiris Matos|4100
Kyle Lobstein|9178
Drew Rucinski|12499
Freddy Tineo|sa871747
Mauricio Cabrera|sa596857
Andrew Albers|7853
Jose Lopez|sa741018
Brian Gonzalez|sa828794
Jason Lane|1397
Brandon Fry|sa738196
Moises Hernandez|sa244195
Joe Saunders|4366
Lu Franc-Cito Lefranc|sa737260
Niklas Stephenson|sa691089
Paul Clemens|8037
Reyes Moronta|sa597322
Lorenz Ozuna|sa737457
Ronaldo Lopez|sa871917
Craig Stem|sa599258
Sergio Lizarraga|sa200709
Jose Santiago|sa737036
Omar Espinosa|sa653697
Gio Abreu|sa829332
Harold Arauz|sa657710
Juan Caballero|sa659861
Troy Scott|sa738185
Trey Masek|sa621636
Cesar Melendez|sa658688
Brandon Waddell|sa875075
Rob Zastryzny|sa737538
Jesus Carrillo|sa745946
Jordan Carter|sa829482
Delvi Francisco|sa547825
Enmanuel Camacho|sa737348
Cory Burns|6620
Dember Vizcaino|sa873209
Jose Leclerc|sa597170
Jesus Barraza|sa504962
Junior Mendez|sa738197
Brett Mckinney|sa738242
Will Locante|sa577888
Felipe Tejada|sa873145
Johan Puello|sa657883
Alexis Peralta|sa828458
Cody Pope|sa876000
Jarrod Parker|4913
Jordan Hershiser|sa658976
David Ramos|sa692508
Juan Figueroa|sa737011
Cesar Carrillo|sa543875
Nick Greenwood|8182
Eric Marzec|sa546696
Soid Marquez|sa657739
Junior Flores|sa657926
Karsen Lindell|sa875227
Erik Manoah|sa829063
Domingo Jimenez|sa828539
Dilmer Mejia|sa828518
Manny Delcarmen|3180
Gustavo Tejeda|sa828504
Dan Scheibe|sa877614
Jed Bradley|sa578205
Raymond Rodriguez|sa828172
Brett Shankin|sa599360
Williams Louico|sa507190
Ian Clarkin|sa737534
Jorge Pantoja|sa876046
Luis Ysla|sa739569
Roberto Espinoza|sa504950
Starling Ynfante|sa737449
David Lucroy|sa602432
Amilcar Gaxiola|sa510464
Javier Rodriguez|sa692027
Tyler Stirewalt|sa738215
Mike Mayers|sa706982
Luis Ramos|sa659949
Blake Schwartz|sa579541
Michael Martinez|sa879520
Tyler Pill|sa577757
Christian Flecha|sa738365
Chien-Ming Wang|2074
Ezequiel Madera|sa830045
Mike Morin|13442
Agustin Casilla|sa873750
Fernando Miranda|sa736828
Josue Gerardo|sa873336
Jefferson Olacio|sa597055
Arjenis Fernandez|sa657112
Matthew Shepherd|sa658825
Angel De La Cruz|sa657120
Justin Arrowood|sa658657
Jose Jimenez|sa829079
Jose Castillo|sa872868
